sentence,dataset_id,llm_flag
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
